FILE ID,Original File & Data Set,Media Link,Notes,File Type,Raw Creation Data,Creation Date & Time,Duration,Coordinates,Street,City,Country,Has Media Link,Has Notes,Has Created Date,Raw Metadata
EFTA00137551,EFTA00137551.pdf - DataSet 9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00137551.mp4,"Prison CCTV, staff coming and going, approx 1 hour",mp4,,,01:00:25.00,,,,,checked,checked,,"  Metadata:
    major_brand     : isom
    minor_version   : 512
    compatible_brands: isomiso2avc1mp41
    encoder         : Lavf58.20.100
  Duration: 01:00:25.00, start: 0.000000, bitrate: 64 kb/s
  Stream #0:0[0x1](und): Video: h264 (libopenh264) (High) (avc1 / 0x31637661), yuv420p(progressive), 352x240, 59 kb/s, SAR 1:1 DAR 22:15, 4 fps, 4 tbr, 16384 tbn (default)
    Metadata:
      handler_name    : VideoHandler
      vendor_id       : [0][0][0][0]
  Stream #0:1[0x2](und): Audio: aac (libfdk_aac) (LC) (mp4a / 0x6134706D), 44100 Hz, stereo, s16, 2 kb/s (default)
    Metadata:
      handler_name    : SoundHandler
      vendor_id       : [0][0][0][0]"
EFTA00137558,EFTA00137558.pdf - DataSet 9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00137558.mp4,"Prison CCTV, staff coming and going, approx 1 hour 1st appearance 45:45 - 7/25/19 (116 9S L Tier, 82)",mp4,,,00:59:22.50,,,,,checked,checked,,"  Metadata:
    major_brand     : isom
    minor_version   : 512
    compatible_brands: isomiso2avc1mp41
    encoder         : Lavf58.20.100
  Duration: 00:59:22.50, start: 0.000000, bitrate: 51 kb/s
  Stream #0:0[0x1](und): Video: h264 (libopenh264) (High) (avc1 / 0x31637661), yuv420p(progressive), 352x240, 47 kb/s, SAR 1:1 DAR 22:15, 4 fps, 4 tbr, 16384 tbn (default)
    Metadata:
      handler_name    : VideoHandler
      vendor_id       : [0][0][0][0]
  Stream #0:1[0x2](und): Audio: aac (libfdk_aac) (LC) (mp4a / 0x6134706D), 44100 Hz, stereo, s16, 2 kb/s (default)
    Metadata:
      handler_name    : SoundHandler
      vendor_id       : [0][0][0][0]"
EFTA00137569,EFTA00137569.pdf - DataSet 9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00137569.mp4,"Prison CCTV, staff coming and going, approx 1 hour",mp4,,,00:59:51.51,,,,,checked,checked,,"  Metadata:
    major_brand     : isom
    minor_version   : 512
    compatible_brands: isomiso2avc1mp41
    encoder         : Lavf58.20.100
  Duration: 00:59:51.51, start: 0.000000, bitrate: 46 kb/s
  Stream #0:0[0x1](und): Video: h264 (libopenh264) (High) (avc1 / 0x31637661), yuv420p(progressive), 352x240, 42 kb/s, SAR 1:1 DAR 22:15, 4 fps, 4 tbr, 16384 tbn (default)
    Metadata:
      handler_name    : VideoHandler
      vendor_id       : [0][0][0][0]
  Stream #0:1[0x2](und): Audio: aac (libfdk_aac) (LC) (mp4a / 0x6134706D), 44100 Hz, stereo, s16, 2 kb/s (default)
    Metadata:
      handler_name    : SoundHandler
      vendor_id       : [0][0][0][0]"
EFTA00137566,EFTA00137566.pdf - DataSet 9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00137566.mp4,"Prison CCTV, about an hour long. Movement by guard stationed at desk at 29:43 1 or 2 people on cam until 36:26, appear at 41:08, 3rd person at 50:18, it appears for shift change",mp4,,,00:59:22.50,,,,,checked,checked,,"  Metadata:
    major_brand     : isom
    minor_version   : 512
    compatible_brands: isomiso2avc1mp41
    encoder         : Lavf58.20.100
  Duration: 00:59:22.50, start: 0.000000, bitrate: 55 kb/s
  Stream #0:0[0x1](und): Video: h264 (libopenh264) (High) (avc1 / 0x31637661), yuv420p(progressive), 352x240, 51 kb/s, SAR 1:1 DAR 22:15, 4 fps, 4 tbr, 16384 tbn (default)
    Metadata:
      handler_name    : VideoHandler
      vendor_id       : [0][0][0][0]
  Stream #0:1[0x2](und): Audio: aac (libfdk_aac) (LC) (mp4a / 0x6134706D), 44100 Hz, stereo, s16, 2 kb/s (default)
    Metadata:
      handler_name    : SoundHandler
      vendor_id       : [0][0][0][0]"
EFTA00128449,EFTA00128449.pdf - DataSet 9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00128449.mp4,"Hour long CCTV likely of prison. No movement detected through entire hour, didn't analyze in deep detail",mp4,,,01:00:25.00,,,,,checked,checked,,"  Metadata:
    major_brand     : isom
    minor_version   : 512
    compatible_brands: isomiso2avc1mp41
    encoder         : Lavf58.20.100
  Duration: 01:00:25.00, start: 0.000000, bitrate: 32 kb/s
  Stream #0:0[0x1](und): Video: h264 (libopenh264) (High) (avc1 / 0x31637661), yuv420p(progressive), 352x240, 27 kb/s, SAR 1:1 DAR 22:15, 4 fps, 4 tbr, 16384 tbn (default)
    Metadata:
      handler_name    : VideoHandler
      vendor_id       : [0][0][0][0]
  Stream #0:1[0x2](und): Audio: aac (libfdk_aac) (LC) (mp4a / 0x6134706D), 44100 Hz, stereo, s16, 2 kb/s (default)
    Metadata:
      handler_name    : SoundHandler
      vendor_id       : [0][0][0][0]"
EFTA00128468,EFTA00128468.pdf - DataSet 9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00128479.mp4,"Hour long CCTV likely of prison. No movement detected through entire hour, didn't analyze in deep detail",mp4,,,01:00:25.00,,,,,checked,checked,,"  Metadata:
    major_brand     : isom
    minor_version   : 512
    compatible_brands: isomiso2avc1mp41
    encoder         : Lavf58.20.100
  Duration: 01:00:25.00, start: 0.000000, bitrate: 36 kb/s
  Stream #0:0[0x1](und): Video: h264 (libopenh264) (High) (avc1 / 0x31637661), yuv420p(progressive), 352x240, 32 kb/s, SAR 1:1 DAR 22:15, 4 fps, 4 tbr, 16384 tbn (default)
    Metadata:
      handler_name    : VideoHandler
      vendor_id       : [0][0][0][0]
  Stream #0:1[0x2](und): Audio: aac (libfdk_aac) (LC) (mp4a / 0x6134706D), 44100 Hz, stereo, s16, 2 kb/s (default)
    Metadata:
      handler_name    : SoundHandler
      vendor_id       : [0][0][0][0]"
EFTA00128496,EFTA00128496.pdf - DataSet 9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00128479.mp4,"Hour long CCTV likely of prison. No movement detected through entire hour, didn't analyze in deep detail",mp4,,,00:59:48.77,,,,,checked,checked,,"  Metadata:
    major_brand     : isom
    minor_version   : 512
    compatible_brands: isomiso2avc1mp41
    encoder         : Lavf58.20.100
  Duration: 00:59:48.77, start: 0.000000, bitrate: 30 kb/s
  Stream #0:0[0x1](und): Video: h264 (libopenh264) (High) (avc1 / 0x31637661), yuv420p(progressive), 352x240, 25 kb/s, SAR 1:1 DAR 22:15, 4 fps, 4 tbr, 16384 tbn (default)
    Metadata:
      handler_name    : VideoHandler
      vendor_id       : [0][0][0][0]
  Stream #0:1[0x2](und): Audio: aac (libfdk_aac) (LC) (mp4a / 0x6134706D), 44100 Hz, stereo, s16, 2 kb/s (default)
    Metadata:
      handler_name    : SoundHandler
      vendor_id       : [0][0][0][0]"
EFTA00128513,EFTA00128513.pdf - DataSet 9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00128479.mp4,"Hour long CCTV likely of prison. No movement detected through entire hour, didn't analyze in deep detail",mp4,,,00:59:22.50,,,,,checked,checked,,"  Metadata:
    major_brand     : isom
    minor_version   : 512
    compatible_brands: isomiso2avc1mp41
    encoder         : Lavf58.20.100
  Duration: 00:59:22.50, start: 0.000000, bitrate: 33 kb/s
  Stream #0:0[0x1](und): Video: h264 (libopenh264) (High) (avc1 / 0x31637661), yuv420p(progressive), 352x240, 28 kb/s, SAR 1:1 DAR 22:15, 4 fps, 4 tbr, 16384 tbn (default)
    Metadata:
      handler_name    : VideoHandler
      vendor_id       : [0][0][0][0]
  Stream #0:1[0x2](und): Audio: aac (libfdk_aac) (LC) (mp4a / 0x6134706D), 44100 Hz, stereo, s16, 2 kb/s (default)
    Metadata:
      handler_name    : SoundHandler
      vendor_id       : [0][0][0][0]"
EFTA00128479,EFTA00128479.pdf - DataSet 9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00128479.mp4,"Hour long CCTV likely of prison. No movement detected through entire hour, didn't analyze in deep detail",mp4,,,01:00:25.00,,,,,checked,checked,,"  Metadata:
    major_brand     : isom
    minor_version   : 512
    compatible_brands: isomiso2avc1mp41
    encoder         : Lavf58.20.100
  Duration: 01:00:25.00, start: 0.000000, bitrate: 35 kb/s
  Stream #0:0[0x1](und): Video: h264 (libopenh264) (High) (avc1 / 0x31637661), yuv420p(progressive), 352x240, 30 kb/s, SAR 1:1 DAR 22:15, 4 fps, 4 tbr, 16384 tbn (default)
    Metadata:
      handler_name    : VideoHandler
      vendor_id       : [0][0][0][0]
  Stream #0:1[0x2](und): Audio: aac (libfdk_aac) (LC) (mp4a / 0x6134706D), 44100 Hz, stereo, s16, 2 kb/s (default)
    Metadata:
      handler_name    : SoundHandler
      vendor_id       : [0][0][0][0]"
EFTA00128591,EFTA00128591.pdf - DataSet 9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00128591.mp4,"Hour long CCTV likely of prison. No movement detected through entire hour, didn't analyze in deep detail",mp4,,,01:00:25.00,,,,,checked,checked,,"  Metadata:
    major_brand     : isom
    minor_version   : 512
    compatible_brands: isomiso2avc1mp41
    encoder         : Lavf58.20.100
  Duration: 01:00:25.00, start: 0.000000, bitrate: 29 kb/s
  Stream #0:0[0x1](und): Video: h264 (libopenh264) (High) (avc1 / 0x31637661), yuv420p(progressive), 352x240, 25 kb/s, SAR 1:1 DAR 22:15, 4 fps, 4 tbr, 16384 tbn (default)
    Metadata:
      handler_name    : VideoHandler
      vendor_id       : [0][0][0][0]
  Stream #0:1[0x2](und): Audio: aac (libfdk_aac) (LC) (mp4a / 0x6134706D), 44100 Hz, stereo, s16, 2 kb/s (default)
    Metadata:
      handler_name    : SoundHandler
      vendor_id       : [0][0][0][0]"
EFTA00128596,EFTA00128596.pdf - DataSet 9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00128596.mp4,"Hour long CCTV likely of prison. No movement detected through entire hour, didn't analyze in deep detail",mp4,,,01:00:25.00,,,,,checked,checked,,"  Metadata:
    major_brand     : isom
    minor_version   : 512
    compatible_brands: isomiso2avc1mp41
    encoder         : Lavf58.20.100
  Duration: 01:00:25.00, start: 0.000000, bitrate: 32 kb/s
  Stream #0:0[0x1](und): Video: h264 (libopenh264) (High) (avc1 / 0x31637661), yuv420p(progressive), 352x240, 28 kb/s, SAR 1:1 DAR 22:15, 4 fps, 4 tbr, 16384 tbn (default)
    Metadata:
      handler_name    : VideoHandler
      vendor_id       : [0][0][0][0]
  Stream #0:1[0x2](und): Audio: aac (libfdk_aac) (LC) (mp4a / 0x6134706D), 44100 Hz, stereo, s16, 2 kb/s (default)
    Metadata:
      handler_name    : SoundHandler
      vendor_id       : [0][0][0][0]"
EFTA00128582,EFTA00128582.pdf - DataSet 9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00128582.mp4,59 min 22 sec prison cctv,mp4,,,00:59:22.50,,,,,checked,checked,,"  Metadata:
    major_brand     : isom
    minor_version   : 512
    compatible_brands: isomiso2avc1mp41
    encoder         : Lavf58.20.100
  Duration: 00:59:22.50, start: 0.000000, bitrate: 34 kb/s
  Stream #0:0[0x1](und): Video: h264 (libopenh264) (High) (avc1 / 0x31637661), yuv420p(progressive), 352x240, 30 kb/s, SAR 1:1 DAR 22:15, 4 fps, 4 tbr, 16384 tbn (default)
    Metadata:
      handler_name    : VideoHandler
      vendor_id       : [0][0][0][0]
  Stream #0:1[0x2](und): Audio: aac (libfdk_aac) (LC) (mp4a / 0x6134706D), 44100 Hz, stereo, s16, 2 kb/s (default)
    Metadata:
      handler_name    : SoundHandler
      vendor_id       : [0][0][0][0]"
EFTA00128558,EFTA00128558.pdf - DataSet 9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00128558.mp4,"Hour long CCTV likely of prison. No movement detected through entire hour, didn't analyze in deep detail 1 hr 25 sec.",mp4,,,01:00:25.00,,,,,checked,checked,,"  Metadata:
    major_brand     : isom
    minor_version   : 512
    compatible_brands: isomiso2avc1mp41
    encoder         : Lavf58.20.100
  Duration: 01:00:25.00, start: 0.000000, bitrate: 35 kb/s
  Stream #0:0[0x1](und): Video: h264 (libopenh264) (High) (avc1 / 0x31637661), yuv420p(progressive), 352x240, 31 kb/s, SAR 1:1 DAR 22:15, 4 fps, 4 tbr, 16384 tbn (default)
    Metadata:
      handler_name    : VideoHandler
      vendor_id       : [0][0][0][0]
  Stream #0:1[0x2](und): Audio: aac (libfdk_aac) (LC) (mp4a / 0x6134706D), 44100 Hz, stereo, s16, 2 kb/s (default)
    Metadata:
      handler_name    : SoundHandler
      vendor_id       : [0][0][0][0]"
EFTA00128624,EFTA00128624.pdf - DataSet 9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00128624.mp4,"Hour long CCTV likely of prison. No movement detected through entire hour, didn't analyze in deep detail",mp4,,,01:00:25.00,,,,,checked,checked,,"  Metadata:
    major_brand     : isom
    minor_version   : 512
    compatible_brands: isomiso2avc1mp41
    encoder         : Lavf58.20.100
  Duration: 01:00:25.00, start: 0.000000, bitrate: 33 kb/s
  Stream #0:0[0x1](und): Video: h264 (libopenh264) (High) (avc1 / 0x31637661), yuv420p(progressive), 352x240, 29 kb/s, SAR 1:1 DAR 22:15, 4 fps, 4 tbr, 16384 tbn (default)
    Metadata:
      handler_name    : VideoHandler
      vendor_id       : [0][0][0][0]
  Stream #0:1[0x2](und): Audio: aac (libfdk_aac) (LC) (mp4a / 0x6134706D), 44100 Hz, stereo, s16, 2 kb/s (default)
    Metadata:
      handler_name    : SoundHandler
      vendor_id       : [0][0][0][0]"
EFTA00128622,EFTA00128622.pdf - DataSet 9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00128622.mp4,"Hour long CCTV likely of prison. No movement detected through entire hour, didn't analyze in deep detail",mp4,,,01:00:25.00,,,,,checked,checked,,"  Metadata:
    major_brand     : isom
    minor_version   : 512
    compatible_brands: isomiso2avc1mp41
    encoder         : Lavf58.20.100
  Duration: 01:00:25.00, start: 0.000000, bitrate: 35 kb/s
  Stream #0:0[0x1](und): Video: h264 (libopenh264) (High) (avc1 / 0x31637661), yuv420p(progressive), 352x240, 31 kb/s, SAR 1:1 DAR 22:15, 4 fps, 4 tbr, 16384 tbn (default)
    Metadata:
      handler_name    : VideoHandler
      vendor_id       : [0][0][0][0]
  Stream #0:1[0x2](und): Audio: aac (libfdk_aac) (LC) (mp4a / 0x6134706D), 44100 Hz, stereo, s16, 2 kb/s (default)
    Metadata:
      handler_name    : SoundHandler
      vendor_id       : [0][0][0][0]"
EFTA01612218,EFTA01612218.pdf - DataSet 10,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01612218.mp4,White capped ocean storm small tourist like video,mp4,2017-09-22 18:38,2017-09-23 01:38,00:00:15.73,,,,,checked,checked,checked,"  Metadata:
    major_brand     : mp42
    minor_version   : 0
    compatible_brands: mp42isomavc1
    creation_time   : 2017-09-22T18:38:13.000000Z
  Duration: 00:00:15.73, start: 0.000000, bitrate: 141 kb/s
  Stream #0:0[0x1](eng): Video: h264 (libopenh264) (avc1 / 0x31637661), yuv420p, 176x144, 77 kb/s, 15 fps, 15 tbr, 90k tbn (default)
    Metadata:
      creation_time   : 2017-09-22T18:38:13.000000Z
      vendor_id       : [0][0][0][0]
      encoder         : VC Coding
  Stream #0:1[0x2](eng): Audio: aac (libfdk_aac) (LC) (mp4a / 0x6134706D), 48000 Hz, mono, s16, 61 kb/s (default)
    Metadata:
      creation_time   : 2017-09-22T18:38:14.000000Z
      vendor_id       : [0][0][0][0]"
EFTA01613386,EFTA01613386.pdf - DataSet 10,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01613386.mov,Magnificent  Obsession book with 4 TV style small screens inside. Strange. All playing different movies. Older and foreign cinema,mov,2016-12-24 22:59,2016-12-25 05:59,00:00:52.20,,,,,checked,checked,checked,"  Metadata:
    major_brand     : qt  
    minor_version   : 0
    compatible_brands: qt  
    creation_time   : 2016-12-24T22:59:24.000000Z
    com.apple.quicktime.make: Apple
    com.apple.quicktime.model: iPhone 6
    com.apple.quicktime.software: 10.0.2
    com.apple.quicktime.creationdate: 2016-12-24T23:56:10+0100
  Duration: 00:00:52.20, start: 0.000000, bitrate: 2265 kb/s
  Stream #0:0[0x1](und): Audio: aac (libfdk_aac) (LC) (mp4a / 0x6134706D), 44100 Hz, mono, s16, 85 kb/s (default)
    Metadata:
      creation_time   : 2016-12-24T22:59:24.000000Z
      handler_name    : Core Media Audio
      vendor_id       : [0][0][0][0]
  Stream #0:1[0x2](und): Video: h264 (libopenh264) (avc1 / 0x31637661), yuv420p(bt709), 1280x720, 2170 kb/s, 29.98 fps, 29.97 tbr, 600 tbn (default)
    Metadata:
      creation_time   : 2016-12-24T22:59:24.000000Z
      handler_name    : Core Media Video
      vendor_id       : [0][0][0][0]
      encoder         : H.264
    Side data:
      displaymatrix: rotation of -90.00 degrees
  Stream #0:2[0x3](und): Data: none (mebx / 0x7862656D), 4 kb/s (default)
    Metadata:
      creation_time   : 2016-12-24T22:59:24.000000Z
      handler_name    : Core Media Metadata
  Stream #0:3[0x4](und): Data: none (mebx / 0x7862656D), 0 kb/s (default)
    Metadata:
      creation_time   : 2016-12-24T22:59:24.000000Z
      handler_name    : Core Media Metadata"
EFTA01616390,EFTA01616390.pdf - DataSet 10,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01616390.mov,Universal Hot/Crazy matrix with spanish subtitles,mov,2018-11-29 19:58,2018-11-30 02:58,00:03:35.67,,,,,checked,checked,checked,"  Metadata:
    major_brand     : qt  
    minor_version   : 0
    compatible_brands: qt  
    creation_time   : 2018-11-29T19:58:49.000000Z
  Duration: 00:03:35.67, start: 0.000000, bitrate: 163 kb/s
  Stream #0:0[0x1](und): Audio: aac (libfdk_aac) (LC) (mp4a / 0x6134706D), 48000 Hz, stereo, s16, 48 kb/s (default)
    Metadata:
      creation_time   : 2018-11-29T19:58:49.000000Z
      handler_name    : Core Media Audio
      vendor_id       : [0][0][0][0]
  Stream #0:1[0x2](und): Video: h264 (libopenh264) (avc1 / 0x31637661), yuv420p(progressive), 368x208, 113 kb/s, 14.99 fps, 14.98 tbr, 14985 tbn (default)
    Metadata:
      creation_time   : 2018-11-29T19:58:49.000000Z
      handler_name    : Core Media Video
      vendor_id       : [0][0][0][0]
      encoder         : AVC Coding"
EFTA01616873,EFTA01616873.pdf - DataSet 10,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01616873.mov,Tourist style cliffside video vacation destination style view,mov,2016-08-03 15:57,2016-08-03 22:57,00:01:08.27,,,,,checked,checked,checked,"  Metadata:
    major_brand     : qt  
    minor_version   : 0
    compatible_brands: qt  
    creation_time   : 2016-08-03T15:57:48.000000Z
    com.apple.quicktime.make: Apple
    com.apple.quicktime.model: iPhone 6
    com.apple.quicktime.software: 9.1
    com.apple.quicktime.creationdate: 2016-08-03T17:54:52+0200
  Duration: 00:01:08.27, start: 0.000000, bitrate: 119 kb/s
  Stream #0:0[0x1](und): Audio: aac (libfdk_aac) (LC) (mp4a / 0x6134706D), 22050 Hz, mono, s16, 23 kb/s (default)
    Metadata:
      creation_time   : 2016-08-03T15:57:48.000000Z
      handler_name    : Core Media Audio
      vendor_id       : [0][0][0][0]
  Stream #0:1[0x2](und): Video: h264 (libopenh264) (avc1 / 0x31637661), yuv420p(bt709), 224x128, 93 kb/s, 15 fps, 15 tbr, 600 tbn (default)
    Metadata:
      creation_time   : 2016-08-03T15:57:48.000000Z
      handler_name    : Core Media Video
      vendor_id       : [0][0][0][0]
      encoder         : H.264
    Side data:
      displaymatrix: rotation of -90.00 degrees
  Stream #0:2[0x3](und): Data: none (mebx / 0x7862656D) (default)
    Metadata:
      creation_time   : 2016-08-03T15:57:48.000000Z
      handler_name    : Core Media Metadata
  Stream #0:3[0x4](und): Data: none (mebx / 0x7862656D), 0 kb/s (default)
    Metadata:
      creation_time   : 2016-08-03T15:57:48.000000Z
      handler_name    : Core Media Metadata"
EFTA01616820,EFTA01616820.pdf - DataSet 10,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01616820.mov,Indoor/Outdoor party/dj entertainment dance vibe,mov,2016-07-10 00:02,2016-07-10 07:02,00:00:24.28,,,,,checked,checked,checked,"  Metadata:
    major_brand     : qt  
    minor_version   : 0
    compatible_brands: qt  
    creation_time   : 2016-07-10T00:02:04.000000Z
    com.apple.quicktime.make: Apple
    com.apple.quicktime.model: iPhone 6
    com.apple.quicktime.software: 9.1
    com.apple.quicktime.creationdate: 2016-07-10T01:40:57+0200
  Duration: 00:00:24.28, start: 0.000000, bitrate: 163 kb/s
  Stream #0:0[0x1](und): Audio: aac (libfdk_aac) (LC) (mp4a / 0x6134706D), 22050 Hz, mono, s16, 23 kb/s (default)
    Metadata:
      creation_time   : 2016-07-10T00:02:04.000000Z
      handler_name    : Core Media Audio
      vendor_id       : [0][0][0][0]
  Stream #0:1[0x2](und): Video: h264 (libopenh264) (avc1 / 0x31637661), yuv420p(bt709), 224x128, 136 kb/s, 15 fps, 15 tbr, 600 tbn (default)
    Metadata:
      creation_time   : 2016-07-10T00:02:04.000000Z
      handler_name    : Core Media Video
      vendor_id       : [0][0][0][0]
      encoder         : H.264
    Side data:
      displaymatrix: rotation of -90.00 degrees
  Stream #0:2[0x3](und): Data: none (mebx / 0x7862656D), 0 kb/s (default)
    Metadata:
      creation_time   : 2016-07-10T00:02:04.000000Z
      handler_name    : Core Media Metadata
  Stream #0:3[0x4](und): Data: none (mebx / 0x7862656D), 0 kb/s (default)
    Metadata:
      creation_time   : 2016-07-10T00:02:04.000000Z
      handler_name    : Core Media Metadata"
EFTA00279287,EFTA00279287.pdf - DataSet 9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279287.avi,Blank 5 second vid,avi,,,00:00:05.20,,,,,checked,checked,,"[avi @ 0xa0004cac0] probed stream 0 failed
  Duration: 00:00:05.20, start: 0.000000, bitrate: 463 kb/s
  Stream #0:0: Subtitle: none, 2 kb/s
  Stream #0:1: Video: indeo5 (IV50 / 0x30355649), yuv410p, 320x240, 462 kb/s, 10 fps, 10 tbr, 10 tbn"
EFTA00279513,EFTA00279513.pdf - DataSet 9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279513.avi,"Same office, man at desk",avi,,,00:00:00.03,,,,,checked,checked,,"[avi @ 0xa0004cac0] non-interleaved AVI
  Duration: 00:00:00.03, start: 0.000000, bitrate: 4546 kb/s
  Stream #0:0: Video: indeo5 (IV50 / 0x30355649), yuv410p, 320x240, 30 fps, 30 tbr, 30 tbn
  Stream #0:1: Subtitle: none"
EFTA00279494,EFTA00279494.pdf - DataSet 9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279494.avi,Empty office again. ,avi,,,00:00:00.03,,,,,checked,checked,,"[avi @ 0xa0004cac0] non-interleaved AVI
  Duration: 00:00:00.03, start: 0.000000, bitrate: 3317 kb/s
  Stream #0:0: Video: indeo5 (IV50 / 0x30355649), yuv410p, 320x240, 30 fps, 30 tbr, 30 tbn
  Stream #0:1: Subtitle: none"
EFTA00279493,EFTA00279493.pdf - DataSet 9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279493.avi,Empty office again. ,avi,,,00:00:00.03,,,,,checked,checked,,"[avi @ 0xa0004cac0] non-interleaved AVI
  Duration: 00:00:00.03, start: 0.000000, bitrate: 4177 kb/s
  Stream #0:0: Video: indeo5 (IV50 / 0x30355649), yuv410p, 320x240, 30 fps, 30 tbr, 30 tbn
  Stream #0:1: Subtitle: none"
EFTA00279534,EFTA00279534.pdf - DataSet 9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279534.avi,"Same office, man at desk, now woman or girl in foreground pointing",avi,,,00:00:00.03,,,,,checked,checked,,"[avi @ 0xa0004cac0] non-interleaved AVI
  Duration: 00:00:00.03, start: 0.000000, bitrate: 3932 kb/s
  Stream #0:0: Video: indeo5 (IV50 / 0x30355649), yuv410p, 320x240, 30 fps, 30 tbr, 30 tbn
  Stream #0:1: Subtitle: none"
EFTA00279536,EFTA00279536.pdf - DataSet 9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279536.avi,"Same office, man at desk, now woman or girl in foreground",avi,,,00:00:00.03,,,,,checked,checked,,"[avi @ 0xa0004cac0] non-interleaved AVI
  Duration: 00:00:00.03, start: 0.000000, bitrate: 3932 kb/s
  Stream #0:0: Video: indeo5 (IV50 / 0x30355649), yuv410p, 320x240, 30 fps, 30 tbr, 30 tbn
  Stream #0:1: Subtitle: none"
EFTA00279525,EFTA00279525.pdf - DataSet 9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279525.avi,"Same office, snapshot appears as if one of the black bags is unzipped and has something in it",avi,,,00:00:00.03,,,,,checked,checked,,"[avi @ 0xa0004cac0] non-interleaved AVI
  Duration: 00:00:00.03, start: 0.000000, bitrate: 3809 kb/s
  Stream #0:0: Video: indeo5 (IV50 / 0x30355649), yuv410p, 320x240, 30 fps, 30 tbr, 30 tbn
  Stream #0:1: Subtitle: none"
EFTA00279530,EFTA00279530.pdf - DataSet 9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279530.avi,"Same office, man at desk, now woman or girl in foreground",avi,,,00:00:00.03,,,,,checked,checked,,"[avi @ 0xa0004cac0] non-interleaved AVI
  Duration: 00:00:00.03, start: 0.000000, bitrate: 3932 kb/s
  Stream #0:0: Video: indeo5 (IV50 / 0x30355649), yuv410p, 320x240, 30 fps, 30 tbr, 30 tbn
  Stream #0:1: Subtitle: none"
EFTA00279512,EFTA00279512.pdf - DataSet 9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279512.avi,"Same office, man at desk",avi,,,00:00:00.03,,,,,checked,checked,,"[avi @ 0xa0004cac0] non-interleaved AVI
  Duration: 00:00:00.03, start: 0.000000, bitrate: 4792 kb/s
  Stream #0:0: Video: indeo5 (IV50 / 0x30355649), yuv410p, 320x240, 30 fps, 30 tbr, 30 tbn
  Stream #0:1: Subtitle: none"
EFTA00279495,EFTA00279495.pdf - DataSet 9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279495.avi,"Same office, snapshot appears as if one of the black bags is unzipped and has something in it",avi,,,00:00:00.03,,,,,checked,checked,,"[avi @ 0xa0004cac0] non-interleaved AVI
  Duration: 00:00:00.03, start: 0.000000, bitrate: 5161 kb/s
  Stream #0:0: Video: indeo5 (IV50 / 0x30355649), yuv410p, 320x240, 30 fps, 30 tbr, 30 tbn
  Stream #0:1: Subtitle: none"
EFTA00279533,EFTA00279533.pdf - DataSet 9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279533.avi,"Strange, opens in small vlc window, then expands and is blank. Less than .1 seconds, appears to be another of the office, 2 people at desk now",avi,,,00:00:00.03,,,,,checked,checked,,"[avi @ 0xa0004cac0] non-interleaved AVI
  Duration: 00:00:00.03, start: 0.000000, bitrate: 3932 kb/s
  Stream #0:0: Video: indeo5 (IV50 / 0x30355649), yuv410p, 320x240, 30 fps, 30 tbr, 30 tbn
  Stream #0:1: Subtitle: none"
EFTA00279556,EFTA00279556.pdf - DataSet 9,https://www.justice.gov/epstein/files/DataSet%209/EFTA00279556.avi,"Strange, opens in small vlc window, then expands and is blank. Less than .1 seconds, appears to be another of the office",avi,,,00:00:00.03,,,,,checked,checked,,"[avi @ 0xa0004cac0] non-interleaved AVI
  Duration: 00:00:00.03, start: 0.000000, bitrate: 4055 kb/s
  Stream #0:0: Video: indeo5 (IV50 / 0x30355649), yuv410p, 320x240, 30 fps, 30 tbr, 30 tbn
  Stream #0:1: Subtitle: none"
